chr1	1580000	1585000	chr1	1645000	1650000
chr1	1710000	1720000	chr1	1830000	1840000
chr1	1890000	1895000	chr1	1965000	1970000
chr1	2130000	2135000	chr1	2315000	2320000
chr1	2345000	2350000	chr1	2480000	2485000
chr1	2350000	2375000	chr1	3325000	3350000
chr1	2920000	2930000	chr1	3340000	3350000
chr1	3415000	3420000	chr1	3535000	3540000
chr1	5560000	5570000	chr1	5800000	5810000
chr1	6110000	6120000	chr1	6300000	6310000
chr1	6110000	6120000	chr1	6400000	6410000
chr1	6305000	6310000	chr1	6400000	6405000
chr1	6305000	6310000	chr1	6465000	6470000
chr1	6405000	6410000	chr1	6460000	6465000
chr1	6450000	6455000	chr1	6615000	6620000
chr1	6525000	6550000	chr1	7275000	7300000
chr1	6780000	6790000	chr1	6950000	6960000
chr1	6780000	6790000	chr1	7270000	7280000
chr1	7720000	7730000	chr1	8070000	8080000
chr1	7725000	7750000	chr1	8375000	8400000
chr1	7730000	7735000	chr1	7810000	7815000
chr1	7730000	7740000	chr1	7960000	7970000
chr1	8035000	8040000	chr1	8070000	8075000
chr1	8080000	8085000	chr1	8370000	8375000
chr1	8615000	8620000	chr1	8730000	8735000
chr1	8620000	8625000	chr1	8910000	8915000
chr1	9170000	9175000	chr1	9255000	9260000
chr1	9340000	9350000	chr1	9510000	9520000
chr1	9345000	9350000	chr1	9550000	9555000
chr1	9565000	9570000	chr1	9630000	9635000
chr1	9680000	9690000	chr1	9920000	9930000
chr1	9845000	9850000	chr1	9925000	9930000
chr1	9930000	9940000	chr1	10000000	10010000
chr1	9930000	9940000	chr1	10090000	10100000
chr1	10000000	10010000	chr1	10090000	10100000
chr1	10435000	10440000	chr1	10550000	10555000
chr1	10490000	10495000	chr1	10550000	10555000
chr1	10560000	10570000	chr1	10930000	10940000
chr1	10565000	10570000	chr1	11000000	11005000
chr1	11090000	11100000	chr1	11700000	11710000
chr1	11715000	11720000	chr1	11775000	11780000
chr1	11900000	11905000	chr1	11950000	11955000
chr1	12175000	12200000	chr1	12700000	12725000
chr1	12175000	12200000	chr1	12825000	12850000
chr1	12185000	12190000	chr1	12270000	12275000
chr1	12350000	12375000	chr1	12825000	12850000
chr1	12375000	12380000	chr1	12720000	12725000
chr1	13990000	14000000	chr1	14150000	14160000
chr1	14000000	14025000	chr1	14275000	14300000
chr1	14150000	14160000	chr1	14280000	14290000
chr1	14425000	14450000	chr1	15350000	15375000
chr1	15250000	15255000	chr1	15350000	15355000
chr1	15440000	15450000	chr1	15750000	15760000
chr1	15450000	15460000	chr1	15610000	15620000
chr1	15650000	15655000	chr1	15750000	15755000
chr1	16000000	16025000	chr1	234900000	234925000
chr1	16110000	16120000	chr1	16320000	16330000
chr1	16335000	16340000	chr1	16380000	16385000
chr1	16335000	16340000	chr1	16510000	16515000
chr1	16400000	16405000	chr1	16515000	16520000
chr1	16400000	16425000	chr1	16675000	16700000
chr1	16405000	16410000	chr1	16570000	16575000
chr1	16830000	16840000	chr1	234910000	234920000
chr1	16925000	16950000	chr1	17350000	17375000
chr1	17280000	17290000	chr1	17370000	17380000
chr1	17330000	17340000	chr1	234910000	234920000
chr1	17450000	17455000	chr1	17555000	17560000
chr1	17825000	17830000	chr1	17925000	17930000
chr1	17975000	18000000	chr1	18900000	18925000
chr1	18240000	18250000	chr1	18420000	18430000
chr1	18925000	18930000	chr1	19145000	19150000
chr1	18925000	18930000	chr1	19190000	19195000
chr1	19225000	19250000	chr1	19975000	20000000
chr1	19660000	19670000	chr1	19970000	19980000
chr1	19715000	19720000	chr1	19905000	19910000
chr1	20240000	20245000	chr1	20480000	20485000
chr1	20240000	20245000	chr1	20820000	20825000
chr1	20530000	20540000	chr1	20820000	20830000
chr1	20695000	20700000	chr1	20815000	20820000
chr1	20845000	20850000	chr1	20965000	20970000
chr1	21000000	21025000	chr1	21675000	21700000
chr1	21025000	21030000	chr1	21520000	21525000
chr1	21560000	21565000	chr1	21690000	21695000
chr1	21575000	21600000	chr1	22325000	22350000
